110,화심장어아중점,김인수,전라북도 전주시 덕진구 인교9길 21-14 (우아동1가),063 -245 -6592,2017-11-03,장어,2018-08-11
111,감성9092돼지,정원영,"전라북도 전주시 덕진구 건산로 223 (인후동1가, 2층)",063 -246 -0592,2017-11-03,고기류,2018-08-11
112,백자원,권의섭,전라북도 전주시 덕진구 백제대로 702 (인후동2가),063 -246 -1405,2017-11-03,찌게등,2018-08-11
113,미르밀옥류관인후점,손춘식,"전라북도 전주시 덕진구 백제대로 686, 101,102,103호 (인후동2가)",063 -246 -1656,2017-11-03,냉면류,2018-08-11
114,팔미가,장순례,전라북도 전주시 덕진구 동부대로 453 (우아동2가),063 -246 -2722,2017-11-03,찌게등,2018-08-11
115,샤브향전주아중점,김수경,"전라북도 전주시 덕진구 건산로 259, 2층 (우아동2가)",063 -246 -4488,2017-11-03,샤브샤브,2018-08-11
116,남원추맛골추어탕,김길선,전라북도 전주시 덕진구 인교3길 5 (우아동1가),063 -247 -7707,2017-11-03,추어탕,2018-08-11
117,한가람,오현영,전라북도 전주시 덕진구 송천중앙로 51 (덕진동2가),063 -251 -3535,2017-11-03,고기 류,2018-08-11
118,한옥떡갈비본점,유영도,전라북도 전주시 덕진구 전주천동로 495 (금암동),063 -251 -6869,2017-11-03,떡갈비,2018-08-11
119,김판쇠전주우족탕,김동우,"전라북도 전주시 덕진구 태진로 132, 1층 (금암동)",063 -252 -5010,2017-11-03,우족탕등,2018-08-11
120,송천점맛찬들왕소금구이,박형엽,전라북도 전주시 덕진구 붓내3길 9-2 (송천동2가),063 -252 -5737,2017-11-03,고기류,2018-08-11
121,한가람금암점,정희자,"전라북도 전주시 덕진구 기린대로 365, 1동 1층 (금암동)",063 -253 -0988,2017-11-03,설렁탕,2018-08-11
122,전주영양돌솥밥,신한묵,전라북도 전주시 덕진구 솔내8길 10-1 (송천동1가),063 -253 -1130,2017-11-03,돌솥밥,2018-08-11
123,양대감600,정민형,전라북도 전주시 덕진구 붓내3길 17-1 (송천동2가),063 -253 -8588,2017-11-03,고기류,2018-08-11
124,평양면옥,양순기,전라북도 전주시 덕진구 솔내8길 10-3 (송천동1가),063 -254 -5888,2017-11-03,냉면,2018-08-11
125,국민수육국밥앤막국수,강병욱,전라북도 전주시 덕진구 권삼득로 333 (덕진동1가),063 -255 -0988,2017-11-03,국밥등,2018-08-11
126,놀부보쌈부대찌개덕진점,박명필,"전라북도 전주시 덕진구 가련산로 25 (덕진동2가, 201호, 202호)",063 -255 -5539,2017-11-03,보쌈류,2018-08-11
127,동창갈비본점,김두홍,전라북도 전주시 덕진구 송천중앙로 201 (송천동1가),063 -255 -9090,2017-11-03,갈비류,2018-08-11
128,백두산손짜장호성점,오영태,전라북도 전주시 덕진구 초포다리로 54 (호성동1가),063 -271 -0202,2017-11-03,짬뽕등,2018-08-11
129,장어야놀자,박금숙,전라북도 전주시 덕진구 두간로 54 (송천동1가),063 -271 -0592,2017-11-03,장어류,2018-08-11
130,호돌이감자탕,안효준,전라북도 전주시 덕진구 두간로 8 (송천동1가),063 -273 -1988,2017-11-03,감자탕등,2018-08-11
131,대포항전주점,강소이,"전라북도 전주시 완산구 평화로 219, 1층 (평화동1가)",063 -273 -3360,2017-11-01,아구찜,2018-08-11
133,바다횟집,이정숙,"전라북도 전주시 덕진구 붓내3길 6, 2층 201호 (송천동2가)",063 -274 -2001,2017-11-03,생선회등,2018-08-11
134,하누야송천점,정혜숙,전라북도 전주시 덕진구 발단길 10 (송천동2가),063 -275 -0092,2017-11-03,고기류,2018-08-11
135,해궁,공유미,전라북도 전주시 덕진구 송천중앙로 235 (송천동2가),063 -275 -1400,2017-11-03,생선회등,2018-08-11
136,고귀,윤보연,"전라북도 전주시 덕진구 송천로 1 (송천동1가, 1-1블럭동 1-102-1호,1-103호,1-103-2호)",063 -275 -9595,2017-11-03,고기류,2018-08-11
137,홍익궁중전통육개장전주송천점,류신철,"전라북도 전주시 덕진구 솔내로 152, 1동 1층 101호 (송천동1가)",063 -277 -0099,2017-11-03,육게장,2018-08-11
138,시즌테이블,지명일,"전라북도 전주시 완산구 전주객사2길 74-3, 1층 (고사동)",063 -277 -7780,2017-11-01,"스파게티, 피자",2018-08-11
139,서가앤쿡전주전북대점,대표이사임철홍,전라북도 전주시 덕진구 권삼득로 333 (덕진동1가),063 -277 -9947,2017-11-03,피자등,2018-08-11
140,고궁담,강미희,"전라북도 전주시 완산구 유연로 170, 2-3층 (효자동3가)",063 -278 -3211,2017-11-01,비빔밥,2018-08-11
141,하남돼지집전주송천점,이미선,전라북도 전주시 덕진구 붓내3길 7 (송천동2가),063 -278 -7766,2017-11-03,고기류,2018-08-11
143,전주부?×?,이사 양문식,전라북도 전주시 완산구 현무1길 20 (경원동3가),063- 282-9400,2017-11-01,비빔밥,2018-08-11
144,현대옥아중점,손주경,전라북도 전주시 덕진구 무삼지4길 14 (인후동1가),063 -284 -0099,2017-11-03,콩나물국밥,2018-08-11
145,남문추어탕,이수빈,전라북도 전주시 완산구 풍남문1길 7 (전동),063 -285 -2585,2017-11-01,추어탕,2018-08-11
146,풍남정,이현숙,전라북도 전주시 완산구 태조로 52 (전동),063 -285 -7782,2017-11-01,비빔밥,2018-08-11
147,큰가마,강만규,전라북도 전주시 완산구 노송광장로 46 (서노송동),063 -286 -6003,2017-11-01,갈비탕,2018-08-11
148,유생촌송천점,이종환,"전라북도 전주시 덕진구 천마산로 73 (송천동2가, 1필지 제1동 제118호)",063 -286 -9400,2017-11-03,찌게및 고기류,2018-08-11
149,무청애시래기전문점,김숙자,전라북도 전주시 덕진구 가리내10길 12-6 (덕진동2가),063 -288 -5888,2017-11-03,탕류,2018-08-11
150,레드토마토,서경희,전라북도 전주시 완산구 서노송동 686-6,063 -288 -8832,2017-11-01,"돈가스, 낙지정식",2018-08-11
151,단풍미인한우 도청점,대표이사 정태호,전라북도 전주시 완산구 홍산북로 55 (효자동3가),063 -533 -8533,2017-11-01,소고기 구이,2018-08-11
152,금암동태마을,김숙영,"전라북도 전주시 덕진구 전주천동로 494 (금암동, 1층)",063-242-5252,2017-11-03,탕류,2018-08-11
153,짬뽕지존덕진점,이종훈,"전라북도 전주시 덕진구 기린대로 499 (덕진동1가, 1동 103, 104, 109호)",063-253-5161,2017-11-03,짬뽕등,2018-08-11
154,무진장순두부,강용구,"전라북도 전주시 덕진구 조경단로 92 (금암동, 1동 102호일부, 103호)",063-255-3500,2017-11-03,순두부찌게 등,2018-08-11
